adsh,tag,version,ddate,qtrs,uom,dimh,iprx,value,footnote,footlen,dimn,coreg,durp,datp,dcml
0001193125-24-075464,GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,ifrs/2023,20231231,4,CAD,0x00000000,0,15692000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,Goodwill,ifrs/2023,20231231,0,CAD,0xba4840e18991fb58d7dafad0ca4a9e68,0,1534947000.0,,0,1,,0.0,0.0,-3
0001193125-24-075464,GoodwillRecognisedAsOfAcquisitionDate,ifrs/2023,20231031,0,USD,0x016479a1f95380e6e798e06d52a96552,0,568631000.0,,0,1,,0.0,-7.0,-3
0001193125-24-075464,GrossLettersOfCreditCommittments,0001193125-24-075464,20221231,0,CAD,0x00000000,0,1756754000.0,,0,0,,0.0,0.0,0
0001193125-24-075464,GrossLettersOfCreditCommittments,0001193125-24-075464,20231231,0,CAD,0x00000000,0,1771663000.0,,0,0,,0.0,0.0,0
0001193125-24-075464,GrossProfit,ifrs/2023,20221231,4,CAD,0x00000000,0,233291000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20221231,4,CAD,0x00000000,1,233291000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20221231,4,CAD,0x8e499bf9bd211e3f003de38c1c5ea874,0,-4282000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20221231,4,CAD,0xb5e2fdd972a35c82c0ea0dfaad241d2e,0,116785000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20221231,4,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,120788000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20231231,4,CAD,0x00000000,0,561666000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20231231,4,CAD,0x00000000,1,561666000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20231231,4,CAD,0x13319b7b1347b873f32566fd4e7feeb7,0,260023000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20231231,4,CAD,0x8e499bf9bd211e3f003de38c1c5ea874,0,-6872000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20231231,4,CAD,0xb00d517922c65d058fa148f7fda5e293,0,-260023000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20231231,4,CAD,0xb5e2fdd972a35c82c0ea0dfaad241d2e,0,124069000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,GrossProfit,ifrs/2023,20231231,4,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,444469000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,GrossUnsecuredRevolvingCreditFacilityAvailable,0001193125-24-075464,20231231,0,CAD,0x00000000,0,1000000000.0,,0,0,,0.0,0.0,0
0001193125-24-075464,GrossUnsecuredRevolvingCreditFacilityAvailable,0001193125-24-075464,20231231,0,CAD,0x00000000,1,1000000000.0,,0,0,,0.0,0.0,0
0001193125-24-075464,IdentifiableAssetsAcquiredLiabilitiesAssumed,ifrs/2023,20220531,0,CAD,0x1c873fef5049c1b628c9c5104b7312d4,0,124483000.0,,0,1,,0.0,12.0,-3
0001193125-24-075464,IdentifiableAssetsAcquiredLiabilitiesAssumed,ifrs/2023,20231031,0,USD,0x016479a1f95380e6e798e06d52a96552,0,2140305000.0,,0,1,,0.0,-7.0,-3
0001193125-24-075464,IdentifiableAssetsAcquiredLiabilitiesAssumed,ifrs/2023,20231031,0,USD,0x016479a1f95380e6e798e06d52a96552,1,2140305000.0,,0,1,,0.0,-7.0,-3
0001193125-24-075464,IdentifiableIntangibleAssetsRecognisedAsOfAcquisitionDate,ifrs/2023,20231031,0,USD,0x016479a1f95380e6e798e06d52a96552,0,2852780000.0,,0,1,,0.0,-7.0,-3
0001193125-24-075464,ImpairmentLoss,ifrs/2023,20141231,4,CAD,0xdf5f7d56f0f889c716327063b4616ff8,0,183615000.0,,0,1,,0.01095891,0.0,0
0001193125-24-075464,Incomeinequityaccountedinvesteetaxeffectsforreconciliationbetweenaccountingprofitandtaxexpenseincome,0001193125-24-075464,20221231,4,CAD,0x00000000,0,-25264000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,Incomeinequityaccountedinvesteetaxeffectsforreconciliationbetweenaccountingprofitandtaxexpenseincome,0001193125-24-075464,20231231,4,CAD,0x00000000,0,-41519000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,ifrs/2023,20221231,4,CAD,0x00000000,0,1521000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,ifrs/2023,20231231,4,CAD,0x00000000,0,-70372000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20221231,4,CAD,0x00000000,0,-4469000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20221231,4,CAD,0x00000000,1,-4469000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20221231,4,CAD,0x00000000,2,-4469000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20221231,4,CAD,0x00000000,3,-4469000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20221231,4,CAD,0x00000000,4,-4469000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20221231,4,CAD,0x4f485fd4695fe949520de6b8c28656da,0,74763000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20231231,4,CAD,0x00000000,0,126337000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20231231,4,CAD,0x00000000,1,126337000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20231231,4,CAD,0x00000000,2,126337000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20231231,4,CAD,0x00000000,3,126337000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20231231,4,CAD,0x00000000,4,126337000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20231231,4,CAD,0x4f485fd4695fe949520de6b8c28656da,0,106419000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxExpenseContinuingOperations,ifrs/2023,20231231,4,CAD,0xba4840e18991fb58d7dafad0ca4a9e68,0,-13555000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxRelatingToCashFlowHedgesOfOtherComprehensiveIncome,ifrs/2023,20221231,4,CAD,0x00000000,0,0.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxRelatingToCashFlowHedgesOfOtherComprehensiveIncome,ifrs/2023,20231231,4,CAD,0x00000000,0,-909000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxRelatingToComponentsOfOtherComprehensiveIncome,ifrs/2023,20221231,4,CAD,0x00000000,0,-5440000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxRelatingToComponentsOfOtherComprehensiveIncome,ifrs/2023,20231231,4,CAD,0x00000000,0,1581000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxRelatingToInvestmentsInEquityInstrumentsOfOtherComprehensiveIncome,ifrs/2023,20221231,4,CAD,0x00000000,0,0.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxRelatingToInvestmentsInEquityInstrumentsOfOtherComprehensiveIncome,ifrs/2023,20231231,4,CAD,0x00000000,0,5144000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxRelatingToRemeasurementsOfDefinedBenefitPlansOfOtherComprehensiveIncome,ifrs/2023,20221231,4,CAD,0x00000000,0,-5440000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncomeTaxRelatingToRemeasurementsOfDefinedBenefitPlansOfOtherComprehensiveIncome,ifrs/2023,20231231,4,CAD,0x00000000,0,1581000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0x00ea2ffd37f224336c0682cb2165bd87,0,-93451000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0x1cd2c677c05e6bcddfae21cb59d368f3,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0x240f5755ad2c4d553a5cf9e24a6c03df,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0x2d8771c5bb0a9be2e98c47444c3333bf,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0x515c503fd395cc5a10d51f231ca59ef2,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0x58abcd32842bd4cc92516652495662f6,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0x6053f29f68a91d154206e390683cc852,0,-93451000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0x9c42087417fed139149c814496c6e3fc,0,-22944000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0xa10b6b8f4ac53fa05bdfe1b1649fab1b,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0xaff8bc21e8965e6bba54967dd11575e0,0,-22944000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0xdc7b62d0ab1ee42ae3b6229fc4a9e1fb,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20221231,4,CAD,0xffad9347ef7dfc3580d6c782d49ba7a6,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0x00ea2ffd37f224336c0682cb2165bd87,0,-5343000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0x1cd2c677c05e6bcddfae21cb59d368f3,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0x240f5755ad2c4d553a5cf9e24a6c03df,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0x2d8771c5bb0a9be2e98c47444c3333bf,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0x515c503fd395cc5a10d51f231ca59ef2,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0x58abcd32842bd4cc92516652495662f6,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0x6053f29f68a91d154206e390683cc852,0,-5343000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0x9c42087417fed139149c814496c6e3fc,0,7509000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0xa10b6b8f4ac53fa05bdfe1b1649fab1b,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0xaff8bc21e8965e6bba54967dd11575e0,0,7509000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0xdc7b62d0ab1ee42ae3b6229fc4a9e1fb,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-24-075464,20231231,4,CAD,0xffad9347ef7dfc3580d6c782d49ba7a6,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2023,20221231,4,CAD,0x00000000,0,-116957000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2023,20231231,4,CAD,0x00000000,0,-607904000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseInDefinedBenefitObligationDueToReasonablyPossibleDecreaseInActuarialAssumption,ifrs/2023,20231231,0,CAD,0x262f3a0ad0b06562dbef3b44d543836d,0,9817000.0,,0,2,,0.0,0.0,-3
0001193125-24-075464,IncreaseDecreaseInDefinedBenefitObligationDueToReasonablyPossibleDecreaseInActuarialAssumption,ifrs/2023,20231231,0,CAD,0x59da69df962a2e4e58e9ce4c0a9ce192,0,2628000.0,,0,2,,0.0,0.0,-3
0001193125-24-075464,IncreaseDecreaseInDefinedBenefitObligationDueToReasonablyPossibleIncreaseInActuarialAssumption,ifrs/2023,20231231,0,CAD,0x262f3a0ad0b06562dbef3b44d543836d,0,-7739000.0,,0,2,,0.0,0.0,-3
0001193125-24-075464,IncreaseDecreaseInDefinedBenefitObligationDueToReasonablyPossibleIncreaseInActuarialAssumption,ifrs/2023,20231231,0,CAD,0x59da69df962a2e4e58e9ce4c0a9ce192,0,-2143000.0,,0,2,,0.0,0.0,-3
0001193125-24-075464,IncreaseDecreaseInDefinedBenefitObligationDueToReasonablyPossibleIncreaseInActuarialAssumption,ifrs/2023,20231231,0,CAD,0x693e1be8ca0206fcf95875c9c626fe2f,0,1583000.0,,0,2,,0.0,0.0,0
0001193125-24-075464,IncreaseDecreaseInExistingProvisionsOtherProvisions,ifrs/2023,20231231,4,CAD,0x00000000,0,2166000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseInExistingProvisionsOtherProvisions,ifrs/2023,20231231,4,CAD,0x1d8665edc438c795fc8bd90361f971f4,0,2166000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseInExistingProvisionsOtherProvisions,ifrs/2023,20231231,4,CAD,0xefa0a9ea90eabc117ec761a830771f5a,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseInNumberOfOrdinarySharesIssued,ifrs/2023,20221231,4,shares,0x1c3f30bb1b29024452bc4d1a730da3bf,0,116530.0,,0,1,,0.01095891,0.0,0
0001193125-24-075464,IncreaseDecreaseInNumberOfOrdinarySharesIssued,ifrs/2023,20231231,4,shares,0x1c3f30bb1b29024452bc4d1a730da3bf,0,100379.0,,0,1,,0.01095891,0.0,0
0001193125-24-075464,IncreaseDecreaseInNumberOfSharesOutstanding,ifrs/2023,20221031,0,shares,0x00000000,0,34057250.0,,0,0,,0.0,14.0,32767
0001193125-24-075464,IncreaseDecreaseInNumberOfSharesOutstanding,ifrs/2023,20221231,4,shares,0x00000000,0,34057250.0,,0,0,,0.01095891,0.0,32767
0001193125-24-075464,IncreaseDecreaseInNumberOfSharesOutstanding,ifrs/2023,20231231,4,shares,0x00000000,0,0.0,,0,0,,0.01095891,0.0,32767
0001193125-24-075464,Increasedecreaseintaxeffectchangeinuncertaintaxpositions,0001193125-24-075464,20221231,4,CAD,0x00000000,0,-6282000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,Increasedecreaseintaxeffectchangeinuncertaintaxpositions,0001193125-24-075464,20231231,4,CAD,0x00000000,0,-9331000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughBusinessCombinationsDeferredTaxLiabilityAsset,ifrs/2023,20221231,4,CAD,0x00000000,0,28196000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughBusinessCombinationsDeferredTaxLiabilityAsset,ifrs/2023,20231231,4,CAD,0x00000000,0,0.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughChangesInForeignExchangeRatesNetDefinedBenefitLiabilityAsset,ifrs/2023,20221231,4,CAD,0x08408db647371054e1c9dd392e694260,0,234000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughChangesInForeignExchangeRatesNetDefinedBenefitLiabilityAsset,ifrs/2023,20221231,4,CAD,0x3d26e30e38f0c4b3eef73b3e7c9cbf89,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughChangesInForeignExchangeRatesNetDefinedBenefitLiabilityAsset,ifrs/2023,20231231,4,CAD,0x08408db647371054e1c9dd392e694260,0,87000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughChangesInForeignExchangeRatesNetDefinedBenefitLiabilityAsset,ifrs/2023,20231231,4,CAD,0x3d26e30e38f0c4b3eef73b3e7c9cbf89,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2023,20231231,4,CAD,0x00000000,0,31100000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2023,20231231,4,CAD,0x0904ae52e61f3864cbf5b5afe3ca8703,0,30785000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2023,20231231,4,CAD,0x167e0d820e7b348994f3e4c54228dfbe,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2023,20231231,4,CAD,0x7773b0c506b0a192042e0be994f48c79,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2023,20231231,4,CAD,0xe7b06c577769c2d2a698675e2e028cbd,0,-2000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2023,20231231,4,CAD,0xf385be2688ef2e8e8daeb6c74dceaa73,0,317000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,Increasedecreasethroughnetexchangedifferencescontractliabilities,0001193125-24-075464,20221231,4,CAD,0x00000000,0,14000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,Increasedecreasethroughnetexchangedifferencescontractliabilities,0001193125-24-075464,20231231,4,CAD,0x00000000,0,-5000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesDeferredTaxLiabilityAsset,ifrs/2023,20221231,4,CAD,0x00000000,0,1000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesDeferredTaxLiabilityAsset,ifrs/2023,20231231,4,CAD,0x00000000,0,-1000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsAndGoodwill,ifrs/2023,20221231,4,CAD,0x00ea2ffd37f224336c0682cb2165bd87,0,8027000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsAndGoodwill,ifrs/2023,20221231,4,CAD,0x513729a655f6338a1bfca518941c395d,0,8027000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsAndGoodwill,ifrs/2023,20221231,4,CAD,0x7d05d8983b34cb1e4c55f220e39a40fa,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsAndGoodwill,ifrs/2023,20221231,4,CAD,0x92bcb20d173e95f9bad7ff86a1f464d0,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsAndGoodwill,ifrs/2023,20221231,4,CAD,0x9c42087417fed139149c814496c6e3fc,0,-7964000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsAndGoodwill,ifrs/2023,20221231,4,CAD,0xaeca7334490189a7f11e46e0974c5d6e,0,-7964000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions,ifrs/2023,20231231,4,CAD,0x00000000,0,-6488000.0,,0,0,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions,ifrs/2023,20231231,4,CAD,0x1d8665edc438c795fc8bd90361f971f4,0,-6488000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions,ifrs/2023,20231231,4,CAD,0xefa0a9ea90eabc117ec761a830771f5a,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0x00ea2ffd37f224336c0682cb2165bd87,0,73424000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0x1cd2c677c05e6bcddfae21cb59d368f3,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0x240f5755ad2c4d553a5cf9e24a6c03df,0,14802000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0x2d8771c5bb0a9be2e98c47444c3333bf,0,-249000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0x515c503fd395cc5a10d51f231ca59ef2,0,252000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0x58abcd32842bd4cc92516652495662f6,0,-8824000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0x6053f29f68a91d154206e390683cc852,0,45859000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0x9c42087417fed139149c814496c6e3fc,0,-64615000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0xa10b6b8f4ac53fa05bdfe1b1649fab1b,0,4000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0xaff8bc21e8965e6bba54967dd11575e0,0,-43493000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0xdc7b62d0ab1ee42ae3b6229fc4a9e1fb,0,12507000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20221231,4,CAD,0xffad9347ef7dfc3580d6c782d49ba7a6,0,-12049000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20231231,4,CAD,0x00ea2ffd37f224336c0682cb2165bd87,0,-38192000.0,,0,1,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20231231,4,CAD,0x1cd2c677c05e6bcddfae21cb59d368f3,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20231231,4,CAD,0x240f5755ad2c4d553a5cf9e24a6c03df,0,-19884000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20231231,4,CAD,0x2d8771c5bb0a9be2e98c47444c3333bf,0,87000.0,,0,2,,0.01095891,0.0,-3
0001193125-24-075464,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2023,20231231,4,CAD,0x515c503fd395cc5a10d51f231ca59ef2,0,-87000.0,,0,2,,0.01095891,0.0,-3
